Name,Subscription,ResourceGroupName,Location,ResizeGroup,OsType,Role,Size,TargetSize,LicenseType,NicCount,NicCountCap,AvailabilitySet,FaultDomain,UpdateDomain,AvailVMSizesD,AvailVMSizesDv2,AvailVMSizesF,AvailVMSizesDv3,NoResize,NonStandardVM,Notes
VAAZVIAMAPP306,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A8_v2,F8,Windows_Server,1,4,ACSPREPROD_AS_APP300_AMS-VDT,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP307,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A8_v2,F8,Windows_Server,1,4,ACSPREPROD_AS_APP300_AMS-VDT,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP310,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A2_v2,F2,,1,4,ACSPREPROD_AS_APP300_SSO,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMAPP375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,General,Standard_A8_v2,D4,,1,4,VHICPREPROD_AS_APP375,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMAPP376,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,General,Standard_A8_v2,D4,,1,4,VHICPREPROD_AS_APP375,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMASM300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
vaazviamfam375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A8_v2,D8sv3,,1,4,,,,,,,,,,
vaazviamfog375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A8_v2,D8sv3,,1,4,,,,,,,,,,
VAAZVIAMFPS350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PS,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMFPS351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PS,1,3,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMFRP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,1,6,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMFRP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,0,5,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMLDP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,General,Standard_A4_v2,DS3,,1,4,VAAFIPREPROD_AS_LDP350,0,2,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMLDP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,General,Standard_A4_v2,DS3,,1,4,VAAFIPREPROD_AS_LDP350,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMLDP352,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,General,Standard_A4_v2,DS3,,1,4,VAAFIPREPROD_AS_LDP350,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMLDP353,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,General,Standard_A4_v2,DS3,,1,4,VAAFIPREPROD_AS_LDP350,1,3,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMLDS300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZVIAMLDS301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZVIAMLDS302,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZVIAMMAN300,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Windows,General,Standard_A8_v2,D8sv3,Windows_Server,1,4,,,,,,,,,,
VAAZVIAMPDP300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPREPROD_AS_PDP300,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMPDP301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPREPROD_AS_PDP300,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMPKDM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPREPROD_AS_FIM350,1,5,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPKFM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPREPROD_AS_FIM350,0,6,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPKFM351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPREPROD_AS_FIM350,1,7,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPPS350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PKI-PS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPPS351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PKI-PS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPRF300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,N/A,Windows,,Standard_A4m_v2,N/A,Windows_Server,2,4,,,,,,,,$True,,
VAAZVIAMPRP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PKI-WS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPRP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PKI-WS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPTA300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZVIAMPTA301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZVIAMPTA302,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZVIAMPTA303,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Windows,,Standard_A4m_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,
VAAZVIAMSPDM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,,,,,,,,,,
VAAZVIAMSPFM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,,,,,,,,,,
VAAZVIAMSPFM351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A4_v2,D4s_v3,,1,4,,,,,,,,,,
VAAZVIAMSPFM352,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,,,,,,,,,,
VAAZVIAMSPFM353,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A4_v2,D4s_v3,,1,4,,,,,,,,,,
VAAZVIAMSPS300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD_AS_SPS300,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSPS301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPREPROD_AS_SPS300,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSPS350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSPS351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_PS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,0,4,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,1,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP352,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP353,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,1,7,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP354,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,0,6,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP355,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,1,4,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP356,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPREPROD_AS_SAM350_WS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
